peinlich,awkward
klappt,works
geheimnisse,secrets
joey,Joey
aufmerksamkeit,attention
form,form
umsonst,for free
kennenzulernen,to get to know
überlebt,survived
nirgendwo,nowhere
meilen,miles
einfacher,simpler
blöde,stupid
mond,moon
ergibt,results
daten,data
merken,remember
schande,shame
fuck,fuck
fühlte,felt
jenny,Jenny
sieg,victory
satt,full
blödsinn,nonsense
adam,Adam
lisa,Lisa
pfund,pound
handeln,act
lois,Louis
enden,end
warm,warm
raten,guess
übersetzung,translation
kunst,art
kapitän,captain
desto,the more
einsatz,mission
schweigen,be silent
krankheit,illness
toller,great
schatten,shadow
wachen,wake
tatsache,fact
eric,eric
stock,stock
chief,chief
hingehen,go there
verboten,forbidden
gäbe,would
anzug,men's suit
leichen,corpses
high,high
beendet,finished
freitag,Friday
million,million
verflucht,cursed
dunkel,dark
geb,born
enttäuscht,disappointed
klopfen,knock
spuren,sense
dreck,dirt
seiten,pages
mühe,effort
gezogen,pulled
brian,Brian
kontrollieren,control
knochen,bone
schick,chic
getrennt,separated
programm,program
grab,grave
ebenso,as well
trage,wear
nachbarn,neighbors
bieten,offer
bestes,best
elizabeth,Elizabeth
fuhr,drove
verlässt,leaves
freundlich,friendly
dennoch,nonetheless
rauchen,smoke
dick,thick
stuhl,chair
dreh,turn
bester,best
schicke,chic
vergeben,forgive
ausgehen,go out
behandeln,treat
trotz,despite
gast,guest
ändert,changes
passierte,happened
toilette,toilet
annehmen,assume
herzlichen,heartfelt
hexe,witch
erwachsen,adult
jerry,Jerry
pistole,gun
saß,sat
dreht,turns
aussage,expression
liebte,loved
street,street
genießen,enjoy
eifersüchtig,jealous
derjenige,that one
teuer,expensive
leo,Leo
zähne,teeth
beobachtet,observed
gentlemen,gentlemen
wählen,choose
helft,help
fliegt,flies
theater,theater
regen,rain
feinde,enemies
william,William
erlauben,allow
zulassen,allow
schnappen,grab
komplett,completely
panik,panic
flughafen,airport
bewusst,consciously
deutschen,German
voraus,in advance
sterbe,die
solltet,should
begleiten,accompany
einander,each other
fred,Fred
erlebt,experienced
weiterhin,furthermore
stärker,more
fahrer,driver
konzentrieren,focus
streiten,argue
angeht,as far as
selben,the same
star,star
überzeugen,convince
alkohol,alcohol
übersetzt,translated
verrückte,crazy
lch,I
king,king
begann,began
angenommen,assumed
weitermachen,continue
echter,real
jackson,Jackson
post,post
mitgenommen,taken
botschaft,message
ideen,ideas
fehlen,miss
aufgeregt,upset
selbstmord,suicide
dumme,stupid
zurückkommen,come back
irgendein,any
magie,magic
phil,phil
schlage,hit
handelt,acts
treffe,meet
untersuchen,investigate
flucht,escape
verliert,loses
irgendeine,any
gegenteil,opposite
betrifft,regards
scharf,sharp
gehofft,hoped
kennengelernt,met
schlimmste,worst
projekt,project
trottel,idiot
immerhin,anyway
mehrere,several
erwarte,expect
mochte,want
schwimmen,to swim
zählen,to count
innerhalb,within
matt,frosted
blind,blind
schwestern,sisters
code,code
alan,alan
schlau,clever
absicht,intention
barry,Barry
spielst,play
zuletzt,last
oliver,oliver
art.,art.
englisch,English
ohr,ear
verletzen,injure
song,song
schüler,pupils
schien,seemed
gewinnt,wins
älter,older
merkwürdig,unusual
judy,judy
vermisse,I miss
größe,size
tritt,occurs
trauen,trust
präsidenten,presidents
trick,trick
harvey,Harvey
doug,Doug
roten,redden
überlegt,considered
größten,largest
sonntag,Sunday
zwölf,twelve
vorstellung,performance
schrieb,wrote
reinkommen,come in
killer,killer
unterstützung,support
antun,do
rechnung,invoice
dieselbe,the same
verändern,change
möglicherweise,possibly
definitiv,definitely
locker,loose
ed,ed
vincent,Vincent
ums,about
abends,at evening
frisch,fresh
kohle,money
fing,began
hure,whore
cousin,cousin
familien,families
einsam,lonely
lebendig,lively
heiligen,holy
knapp,meager
ebenfalls,also
überprüft,checked
artikel,article
gesetzt,set
jederzeit,at any time
kompliziert,complicated
spüren,sense
signal,signal
amy,Amy
stich,engraving
kino,cinema
probieren,try out
tode,death
wundervoll,wonderful
tanz,dance
geöffnet,open
kerle,guys
begraben,buried
prozent,percent
stoppen,stop
hoheit,Your Highness
riesen,giant
rote,redness
zugang,access
liest,reads
vorn,front
wichtige,important
aufmachen,open up
kelly,Kelly
sexy,sexy
erlaubnis,permission
grace,grace
big,big
story,story
madam,madam
leichter,lighter
halben,half
filme,films
priester,priest
herauszufinden,to find out
packen,pack
dritte,third
inzwischen,in the meantime
larry,Larry
presse,press
sitze,seats
machten,made
geklaut,stolen
helden,heroes
susan,Susan
geduld,patience
bühne,stage
reparieren,repair
hä,huh
usa,USA
gerechtigkeit,justice
fälle,cases
selten,rarely
anrufe,calls
unterschreiben,sign
julia,Julia
drücken,press
mrs,Mrs
lügner,liar
endet,ends
dave,Dave
medizin,medicine
schreibe,write
verhaften,arrest
prozess,process
samstag,Saturday
amen,Amen
motor,motor
marie,Marie
abhauen,run away
chaos,chaos
schönheit,beauty
beinahe,almost
lebst,live
tolles,great
anhalten,Stop
fremden,strangers
hof,courtyard
akzeptieren,accept
norden,north
ärzte,doctors
anziehen,put on 
dingen,things
umgehen,evade
bauch,belly
gesamte,entire
hübsche,pretty
ertragen,bear
kiste,box
brennt,burns
teile,parts
deckung,cover
landen,land
berg,mountain
straßen,streets
aufgenommen,recorded
gerufen,called
untersuchung,investigation
alarm,alarm
blieb,remained
vertraue,trust
extra,extra
entspann,relax
beobachten,observe
eindruck,impression
tschüs,bye
babys,babies
wehtun,hurt
zog,pulled
iss,eat
herrgott,Lord
echten,real
springen,jump
nackt,naked
existiert,exists
befreien,free
gerät,device
montag,Monday
gezwungen,forced
perfekte,perfect
erzählst,tell
bastard,bastard
interessieren,are of interest
schlechten,bad
hank,hank
steigt,rises
st.,st.
on,on
carl,Carl
gekriegt,got
fliehen,flee
trug,wore
freundschaft,friendship
rate,rate
papiere,papers
abgeschlossen,completed
schnauze,snout
beruf,profession
gebiet,area
jeff,Jeff
jedoch,however
beten,pray
verbunden,tied together
sprachen,languages
verräter,traitor
wichtigste,most important
prost,Cheers!
brust,breast
aufgehört,stopped
kleider,dresses
jacke,jacket
bestellt,ordered
herkommen,come here
wild,wild
nenne,name
angesehen,viewed
zuhören,listen
trennen,separate
schlafzimmer,bedroom
vorschlag,suggestion
meins,mine
gift,gift
ton,clay
vermissen,miss
angekommen,arrived
beantworten,answer
deutlich,clearly
träumen,dream
verwirrt,confused
akten,files
riskieren,risk
b,b
victor,Victor
find,find
erkannt,recognized
beerdigung,burial
müll,garbage
weisst,you know
möge,may
stellte,presented
mitte,center
erleben,experience
geburt,birth
decke,ceiling
ch00ffff,ch00ffff
wege,ways
schritte,steps
gibts,There is
gemeldet,reported
hilfst,help
mittagessen,lunch
weint,cries
vernichten,destroy
rock,rock
chicago,Chicago
ellen,Ellen
crew,crew
roy,roy
türen,doors
gewehr,gun
elena,Elena
arbeitete,work
spiegel,mirror
hauen,hit
geraten,advised
dritten,third
ross,horse
julie,julie
wetter,weather
schwul,gay
regel,rule
befindet,are
einheit,unit
german,German
armer,poor
gucken,look
anstatt,instead of
champagner,champagne
gründe,reasons
strafe,penalty
smith,Smith
öfter,more often
anne,Anne
zelle,cell
langen,long
altes,old
ruiniert,ruined
jonathan,Jonathan
kleidung,clothing
gras,grass
kenn,know
agenten,agents
herausgefunden,found
annie,Annie
rechten,right
brot,bread
berlin,Berlin
erfreut,delighted
lügt,lies
nehm,take
harte,hardness
staaten,states
station,station
gaben,gave
hinterher,after
verpassen,miss
geholt,fetched
jesse,Jesse
hemd,shirt
trinke,drink
klären,clear up
praktisch,practical
theorie,theory
zunge,tongue
notfall,emergency
besseren,better
winter,winter
c,c
versuchst,are you trying
dahinter,behind
schwere,heavy
feuern,fire
lucy,Lucy
schießt,shoots
anführer,leader
schief,wrong
blau,blue
bestens,excellent
wartest,wait
gehts,Going
morgan,morgan
unrecht,wrong
leck,leak
wonach,after which
entwickelt,developed
bedeutung,meaning
strom,electricity
krebs,cancer
gemein,mean
wessen,whose
minister,minister
lhnen,you
quelle,source
zahl,number
schiffe,ships
schüsse,shots
bricht,breaks
talent,talent
spitze,great
fernseher,TV
treiben,to drive
ausgezeichnet,excellent
tatort,crime scene
möglichkeiten,possibilities
trinkt,drinks
esse,eat
cop,cop
details,details
täter,perpetrator
wahren,true
dieb,thief
offiziell,officially
dienen,serve
westen,west
entscheidungen,decisions
dauernd,constantly
geschmack,taste
gegenseitig,each other
gewählt,chosen
charlotte,Charlotte
pech,bad luck
verteidigen,defend
schauspieler,actor
personen,persons
überlassen,left
publikum,audience
trägst,wear
wechseln,change
begegnet,encountered
betrogen,cheated
besucht,visited
vertrau,trust
europa,Europe
carrie,Carrie
patrick,Patrick
deutschland,Germany
süßer,sweet
loswerden,get rid of
melde,report
maggie,Maggie
bestätigt,confirmed
gas,gas
sturm,storm
setze,set
briefe,letters
null,zero
penny,penny
schlafe,temple
wirken,works
geführt,guided
starten,start
götter,gods
festhalten,hold onto
geheim,secret
übergeben,hand over
cia,cia
abteilung,department
papier,paper
wetten,betting
gefolgt,followed
verschiedene,different
gleichzeitig,at the same time
genie,genius
hungrig,hungry
inspektor,inspector
zwingen,force
atmet,breathes
kuh,cow
unterstützen,support
geworfen,thrown
verlor,lost
süden,south
pater,father
menschheit,humanity
versteck,hiding place
tötete,killed
fähigkeiten,skills
beruhigt,reassured
rechtzeitig,punctual
streng,strictly
sendung,broadcast
gelebt,lived
treppe,stairs
kim,Kim
richtiger,correct
aufnehmen,to record
wolf,wolf
pa,pa
öffnet,opens
dämon,demon
wut,fury
schlange,snake
medikamente,medication
geschenkt,gift
nenn,name
gelegt,laid
anfassen,touch
pizza,pizza
schlechtes,bad
hütte,hut
mantel,a coat
behauptet,claims
kilometer,kilometers
beeilung,hurry
angeblich,allegedly
reiten,ride
helen,Helen
mittag,midday
gewarnt,warned
wohne,live
las,las
dunkelheit,darkness
spazieren,stroll
angel,angel
hiermit,hereby
schließt,closes
phoebe,Phoebe
vieles,many
erfüllt,fulfilled
tausend,thousand
sack,bag
eindeutig,clearly
unterhaltung,entertainment
gründen,found
km,km
zugeben,admit
mittel,medium
explosion,explosion
gefangenen,prisoners
taylor,Taylor
frische,fresh
verdächtigen,suspect
neugierig,curious
leitung,line
kennenlernen,get to know
fliege,fly
lebte,lived
menschliche,human
anderem,other
auseinander,apart
fressen,eat
beides,both
ficken,fuck
stoff,material
spüre,feel
eilig,hurry
stammt,origins
vorgestellt,presented
linda,Linda
welch,which
wichtiges,important
no,no
gehörte,belonged
mhm,mhm
glaubte,believed
oberst,colonel
schrank,wardrobe
fremde,foreign
gnade,grace
chloe,Chloe
yo,yo
entspannen,relax
virus,virus
schläfst,sleep
einladung,invitation
krieger,warrior
vernünftig,reasonable
fein,fine
greifen,grab
whoa,whoa
kyle,Kyle
schickte,sent
per,by
mitglied,member
einziger,only
umzubringen,to kill
zurückkehren,return
feld,field
mexiko,Mexico
erschaffen,create
information,information
hergekommen,came here
beweg,move
stärke,strength
vermögen,assets
verbracht,spent
gewisse,certain
waschen,wash
howard,Howard
staat,state
geister,ghosts
behaupten,claim
schrei,scream
würdet,would
vögel,birds
warnen,warn
albert,Albert
chancen,chances
treibt,drives
nannte,named
vermute,I suspect
mitternacht,midnight
jones,Jones
freundinnen,girlfriends
lecker,yummy
klinik,clinic
dicht,dense
befinden,condition
ließen,let
bürger,citizens
verursacht,caused
hammer,hammer
klang,sound
internet,Internet
aufregend,exciting
grenzen,borders
politik,policy
superman,superman
zurecht,rightly so
besitz,possession
cops,cops
eingesperrt,locked up
irren,err
kommando,command
schlug,hit
krankenwagen,ambulance
love,love
öffne,open
karen,Karen
richten,direct
mademoiselle,Mademoiselle
erfunden,invented
schnee,snow
fühl,feel
behalte,keep
beschützt,protected
punkte,points
entfernen,remove
abgehauen,ran away
geträumt,dreamed
stefan,Stefan
dämonen,demons
tränen,tears
erfolgreich,successful
volle,full
wilson,Wilson
caroline,Caroline
höher,higher
happy,happy
brille,glasses
musstest,had to
heimat,hometown
terry,terry
liebsten,I love you
bye,bye
leiter,director
sean,sean
kauf,purchase
spinnst,Are you crazy?
werk,factory
cent,cent
schlacht,battle
beziehungen,relationships
abgemacht,agreed
schreie,screams
hmm,hmm
bestätigen,confirm
erschreckt,frightened
offizier,officer
that,that
sara,Sara
affäre,affair
empfangen,received
zweck,purpose
kämpfe,fights
ergeben,result
china,China
fange,start
häuser,houses
verliere,lose
gedanke,thought
tausende,thousands
heutzutage,nowadays
gefühlt,felt
schnitt,cut
carlos,Carlos
harold,Harold
lebend,live
real,real
holz,wood
kaiser,emperor
spielte,played
begonnen,started
ziehst,pull
gelandet,landed
scheidung,divorce
bart,beard
beschlossen,decided
klo,toilet
riechen,smell
vergisst,forgets
begeistert,enthusiastic
ei,egg
durchs,through
geil,cool
nieder,low
erkläre,explain
schreckliche,terrible
beeindruckt,impressed
vince,Vince
aufgegeben,abandoned
aufgrund,because of
momentan,at the moment
solch,such
meistens,mostly
stress,stress
sterne,stars
heilen,heal
soviel,so much
kannten,knew
stattdessen,instead
aye,aye
dinger,things
stimmung,mood
bulle,bull
aufgefallen,noticed
kämpft,fight
geräusch,noise
künstler,artist
wachsen,grow
verurteilt,sentenced
himmels,heavens
tyler,Tyler
urteil,verdict
schweine,pigs
nettes,nice
house,house
verlust,loss
verließ,left
wirf,throw
wenige,few
willie,Willie
schulter,shoulder
kalifornien,California
lernt,learns
beigebracht,taught
normale,normal
anbieten,offer
verwenden,use
gratuliere,Congratulations
fluch,curse
rick,Rick
übers,about
grün,green
unterricht,instruction
dachtest,thought
verarschen,fool
gewöhnt,used
anklage,indictment
tollen,great
lippen,lips
fett,fat
lege,lay
feigling,coward
achten,regard
gary,Gary
erfährt,learns
gewohnt,used
jessica,Jessica
äußerst,extremely
einladen,invite
käse,cheese
aufwachen,wake up
verfügung,disposal
uniform,uniform
zusehen,watch
board.tv4user.de,board.tv4user.de
gesundheit,health
abenteuer,adventure
hosen,pants
kurze,short
scheck,check
täglich,daily
fresse,mouth
übernehme,take over
wiederholen,repeat
bestellen,order
freiwillig,voluntarily
cole,Cole
universum,universe
zeuge,witness
west,west
marshall,Marshall
fähig,capable
revier,territory
reifen,tires
mum,mum
führe,lead
durchgemacht,went through
tests,tests
führte,led
schenken,give
schädel,skull
realität,reality
April,April
albern,silly
brav,well-behaved
schwerer,heavier
jagd,hunting
versagt,failed
truck,truck
steckst,are you stuck
geschenke,gifts
sicherlich,surely
öffentlichkeit,public
merkt,notices
